SEEDGWAS2078id	general_identifier	number	name	bank_number	breeders_code	subtaxa_id...7	taxonomy_id	institution_id	breeder_id	plant_passport	donor_code	donor_number	acqdate	collnumb	colldate	collcode	duplsite	biologicalstatus_id	collsrc_id	location_id	created_on	updated_on	locations_id	locations_state	locations_region	locations_site_name	locations_elevation	locations_latitude	locations_longitude	countries_id	countries_country_code2	countries_country_code3	countries_country_name	subtaxa_id...35	subtaxa_subtaxa_author	subtaxa_taxonomic_identifier	taxonomies_id	taxonomies_genus	taxonomies_species	taxonomies_species_author	taxonomies_crop_name	taxonomies_ploidy	Sample ID of DNA from composite samples	Sample ID of DNA from original CMLs	Sample ID of DNA from most recent CML regenerations	Sample ID for DNA from intermediate CML regenerations	Sample ID of DNA from single plants used in GWAS	Tester GID	Tester pedigree	Testcross GID	PrimaryRace	PrimaryPurity	SecondaryRace	Pedigree	GrainType1	GrainType2	GrainType3	GrainColor1	GrainColor2	GrainColor3	PopulationType	flowering_season_start	growing_season_start	X.unlist.strsplit.pca_sample_names....n....
46	820	NA	820	CIMMYTMA-BANK-000106	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXAGP9	1960-01-01	NA	NA	NA	NA	NA	2014-11-24T15:10:32Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV818	NA	NA	NA	SEEDGWAS2076	242913	CML269/CML264	238638	CONICO	NA	NA	NA	Dent	NA	NA	White	NA	NA	Group	NA	NA	SEEDGWAS2076
48	823	NA	823	CIMMYTMA-BANK-000110	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA129	1952-01-01	NA	NA	NA	NA	9186	2014-11-24T15:10:32Z	NA	9186	NA	NA	TECOMAVACA	650	17.96666667	-97.01666667	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV883	NA	NA	NA	SEEDGWAS3796	242914	CML373/CML311	240592	ELOTCO	NA	NA	NA	Dent	NA	NA	Red	White	NA	Collection	NA	NA	SEEDGWAS3796
49	832	NA	832	CIMMYTMA-BANK-000111	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXAGP14	1960-01-01	NA	NA	NA	NA	NA	2014-11-24T15:10:32Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV1325	NA	NA	NA	SEEDGWAS3797	242917	CML457/CML459	240593	PEPITI	NA	NA	NA	Dent	NA	NA	White	NA	NA	Group	NA	NA	SEEDGWAS3797
50	839	NA	839	CIMMYTMA-BANK-000112	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXAGP15	1960-01-01	NA	NA	NA	NA	NA	2014-11-24T15:10:32Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV1326	NA	NA	NA	SEEDGWAS1753	242913	CML269/CML264	242824	ZAPCHI	NA	NA	NA	Dent	NA	NA	Yellow	NA	NA	Group	NA	NA	SEEDGWAS1753
51	841	NA	841	CIMMYTMA-BANK-000113	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXAGP16	1960-01-01	NA	NA	NA	NA	NA	2014-11-24T15:10:32Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV1327	NA	NA	NA	SEEDGWAS1754	242913	CML269/CML264	242825	TUXPEN	NA	NA	NA	Dent	NA	NA	White	NA	NA	Group	NA	NA	SEEDGWAS1754
52	844	NA	844	CIMMYTMA-BANK-000117	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA89	1946-01-01	NA	NA	NA	NA	6469	2014-11-24T15:10:32Z	NA	6469	NA	NA	PINOTEPA NACIONAL	172	16.33333333	-98.03333333	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV5158	NA	NA	NA	SEEDGWAS1167	242914	CML373/CML311	242238	TUXPEN	NA	NA	NA	Dent	NA	NA	Yellow	Sun red	White	Collection	NA	NA	SEEDGWAS1167
53	857	NA	857	CIMMYTMA-BANK-000118	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXAGP21	1960-01-01	NA	NA	NA	NA	NA	2014-11-24T15:10:32Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV944	NA	NA	NA	SEEDGWAS3375	242916	CML451/CML486	240169	CHALQU	NA	NA	NA	Dent	NA	NA	White	NA	NA	Group	NA	NA	SEEDGWAS3375
56	1466	NA	1466	CIMMYTMA-BANK-000125	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA173	1954-01-01	NA	NA	NA	NA	4146	2014-11-24T15:10:33Z	NA	4146	NA	NA	JICALTEPEC	873	16.95513	-97.816661	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	NA	NA	NA	NA	SEEDGWAS1168	242914	CML373/CML311	242239	TUXPEN	NA	TEPECI	NA	Floury	NA	NA	Blue	NA	NA	Collection	NA	NA	SEEDGWAS1168
58	1468	NA	1468	CIMMYTMA-BANK-000136	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA81	1946-01-01	NA	NA	NA	NA	6537	2014-11-24T15:10:33Z	NA	6537	NA	NA	POCHUTLA	150	15.75	-96.46666667	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV1335	NA	NA	NA	SEEDGWAS1169	242919	CML495/CML494	242240	ZAPCHI	NA	NA	NA	Dent	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS1169
59	1470	NA	1470	CIMMYTMA-BANK-000139	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXAGP42	1960-01-01	NA	NA	NA	NA	NA	2014-11-24T15:10:33Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV5235	NA	NA	NA	SEEDGWAS4898	242917	CML457/CML459	268146	CHALQU	NA	BOLITA	NA	Dent	NA	NA	White	NA	NA	Group	NA	NA	SEEDGWAS4898
64	1493	NA	1493	CIMMYTMA-BANK-000146	NA	NA	2	NA	NA	NA	NA	NA	NA	MICH176	1952-02-04	NA	NA	NA	NA	418	2014-11-24T15:10:33Z	NA	418	NA	NA	APATZINGAN	302	19.08164	-102.373599	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV1341	NA	NA	NA	SEEDGWAS2079	242914	CML373/CML311	268286	VANDEN	NA	NA	NA	Dent	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS2079
69	1605	NA	1605	CIMMYTMA-BANK-000157	NA	NA	2	NA	NA	NA	NA	NA	NA	MICH35	1944-01-01	NA	NA	NA	NA	971	2014-11-24T15:10:34Z	NA	971	NA	NA	BRISENAS	1306	19.635915	-102.500515	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV766	NA	NA	NA	SEEDGWAS4040	242914	CML373/CML311	240837	TABLON	NA	NA	NA	Dent	NA	NA	White	Blue	NA	Collection	NA	NA	SEEDGWAS4040
70	1606	NA	1606	CIMMYTMA-BANK-000159	NA	NA	2	NA	NA	NA	NA	NA	NA	MICH36	1944-01-01	NA	NA	NA	NA	971	2014-11-24T15:10:34Z	NA	971	NA	NA	BRISENAS	1306	19.635915	-102.500515	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV1346	NA	NA	NA	SEEDGWAS4041	242914	CML373/CML311	240838	TABLON	NA	NA	NA	Dent	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS4041
71	1607	NA	1607	CIMMYTMA-BANK-000160	NA	NA	2	NA	NA	NA	NA	NA	NA	MICH3	1943-01-01	NA	NA	NA	NA	10058	2014-11-24T15:10:35Z	NA	10058	NA	NA	ZAMORA	1568	19.98333333	-102.3	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV1347	NA	NA	NA	SEEDGWAS2311	242917	CML457/CML459	239105	TABLON	NA	PEPITI	NA	Dent	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS2311
77	1827	NA	1827	CIMMYTMA-BANK-000167	NA	NA	2	NA	NA	NA	NA	NA	NA	MICH181	1952-02-05	NA	NA	NA	NA	4590	2014-11-24T15:10:36Z	NA	4590	NA	NA	LA NOPALERA	1579	20.119105	-102.268729	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV1351	NA	NA	NA	SEEDGWAS3798	242916	CML451/CML486	240594	TABLON	NA	NA	NA	Dent	NA	NA	White	Yellow	Sun red	Collection	NA	NA	SEEDGWAS3798
78	1838	NA	1838	CIMMYTMA-BANK-000169	NA	NA	2	NA	NA	NA	NA	NA	NA	MICH156	1952-02-11	NA	NA	NA	NA	4504	2014-11-24T15:10:36Z	NA	4504	NA	COALCOMAN	LA HUISACHERA	1014	18.761556	-103.165492	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV1094	NA	NA	NA	SEEDGWAS2312	242913	CML269/CML264	239106	REVENT	NA	NA	NA	Flint	NA	NA	White	Yellow	Blue	Collection	NA	NA	SEEDGWAS2312
79	1870	NA	1870	CIMMYTMA-BANK-000170	NA	NA	2	NA	NA	NA	NA	NA	NA	MICH157	1952-02-11	NA	NA	NA	NA	4504	2014-11-24T15:10:37Z	NA	4504	NA	COALCOMAN	LA HUISACHERA	1014	18.761556	-103.165492	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV5223	NA	NA	NA	SEEDGWAS5187	242914	CML373/CML311	286717	REVENT	NA	NA	NA	Flint	NA	NA	White	Yellow	Blue	Collection	NA	NA	SEEDGWAS5187
80	1875	NA	1875	CIMMYTMA-BANK-000171	NA	NA	2	NA	NA	NA	NA	NA	NA	MICH29	1944-01-01	NA	NA	NA	NA	10058	2014-11-24T15:10:37Z	NA	10058	NA	NA	ZAMORA	1568	19.98333333	-102.3	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV768	NA	NA	NA	SEEDGWAS2313	242917	CML457/CML459	268799	TABLON	NA	CELAYA	NA	Dent	NA	NA	Yellow	Sun red	NA	Collection	NA	NA	SEEDGWAS2313
81	1892	NA	1892	CIMMYTMA-BANK-000172	NA	NA	2	NA	NA	NA	NA	NA	NA	MICH118	1946-01-01	NA	NA	NA	NA	NA	2014-11-24T15:10:37Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV945	NA	NA	NA	SEEDGWAS5188	242914	CML373/CML311	286718	NALTEL	NA	OLOTIL	NA	Dent	NA	NA	White	Sun red	NA	Collection	NA	NA	SEEDGWAS5188
83	1915	NA	1915	CIMMYTMA-BANK-000177	NA	NA	2	NA	NA	NA	NA	NA	NA	GUER200	1952-03-06	NA	NA	NA	NA	9592	2014-11-24T15:10:37Z	NA	9592	NA	LA UNION	TRONCONES	82	17.789507	-101.70156	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV1353	NA	NA	NA	SEEDGWAS683	242916	CML451/CML486	241754	VANDEN	NA	NA	NA	Dent	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS683
86	1940	NA	1940	CIMMYTMA-BANK-000191	NA	NA	2	NA	NA	NA	NA	NA	NA	GUER185	1952-02-02	NA	NA	NA	NA	2808	2014-11-24T15:10:37Z	NA	2808	NA	PETATLAN	EL COACOYUL	22	17.645756	-101.485639	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV1358	NA	NA	NA	SEEDGWAS684	242916	CML451/CML486	241755	VANDEN	NA	NA	NA	Dent	NA	NA	White	Yellow	NA	Collection	NA	NA	SEEDGWAS684
95	2002	NA	2002	CIMMYTMA-BANK-000233	NA	NA	2	NA	NA	NA	NA	NA	NA	PUEB203	1952-01-29	NA	NA	NA	NA	8441	2014-11-24T15:10:37Z	NA	8441	NA	ZINACATEPEC	SAN SEBASTIAN	1137	18.332954	-97.241203	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV1387	NA	NA	NA	SEEDGWAS2314	242913	CML269/CML264	239108	TUXPEN	NA	VANDEN	NA	Dent	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS2314
96	2039	NA	2039	CIMMYTMA-BANK-000234	NA	NA	2	NA	NA	NA	NA	NA	NA	PUEB204	1952-01-29	NA	NA	NA	NA	8441	2014-11-24T15:10:37Z	NA	8441	NA	ZINACATEPEC	SAN SEBASTIAN	1137	18.332954	-97.241203	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV5150	NA	NA	NA	SEEDGWAS5189	242914	CML373/CML311	286719	TUXPEN	NA	VANDEN	NA	Dent	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS5189
98	2045	NA	2045	CIMMYTMA-BANK-000237	NA	NA	2	NA	NA	NA	NA	NA	NA	PUEB75	1943-01-01	NA	NA	NA	NA	5476	2014-11-24T15:10:37Z	NA	5476	NA	TEHUACAN	MERCADO TEHUACAN	1677	18.483431	-97.427292	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	NA	NA	NA	NA	SEEDGWAS3379	242913	CML269/CML264	240173	BOLITA	NA	CHALQU	NA	Dent	NA	NA	White	Blue	NA	Collection	NA	NA	SEEDGWAS3379
99	2083	NA	2083	CIMMYTMA-BANK-000238	NA	NA	2	NA	NA	NA	NA	NA	NA	PUEB45	1943-01-01	NA	NA	NA	NA	9193	2014-11-24T15:10:37Z	NA	9193	NA	NA	TEHUACAN	1677	18.483431	-97.427292	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV1389	NA	NA	NA	SEEDGWAS3380	242914	CML373/CML311	240174	BOLITA	NA	NA	NA	Dent	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS3380
100	2116	NA	2116	CIMMYTMA-BANK-000239	NA	NA	2	NA	NA	NA	NA	NA	NA	PUEB1	1943-01-01	NA	NA	NA	NA	9193	2014-11-24T15:10:37Z	NA	9193	NA	NA	TEHUACAN	1677	18.483431	-97.427292	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV770	NA	NA	NA	SEEDGWAS4286	242917	CML457/CML459	268849	PEPITI	NA	NA	NA	Dent	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS4286
104	2130	NA	2130	CIMMYTMA-BANK-000246	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA127	1952-01-28	NA	NA	NA	NA	9186	2014-11-24T15:10:37Z	NA	9186	NA	NA	TECOMAVACA	650	17.96666667	-97.01666667	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV825	NA	NA	NA	SEEDGWAS3166	242916	CML451/CML486	239960	BOLITA	NA	NA	NA	Dent	NA	NA	White	Blue	NA	Collection	NA	NA	SEEDGWAS3166
105	2132	NA	2132	CIMMYTMA-BANK-000247	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA134	1952-01-29	NA	NA	NA	NA	9261	2014-11-24T15:10:37Z	NA	9261	NA	NA	TEOTITLAN DEL CAMINO	981	18.12723	-97.081927	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV5157	NA	NA	NA	SEEDGWAS3799	242914	CML373/CML311	240595	TEPECI	NA	NA	NA	Dent	NA	NA	White	Sun red	NA	Collection	NA	NA	SEEDGWAS3799
106	2141	NA	2141	CIMMYTMA-BANK-000248	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA131	1952-01-01	NA	NA	NA	NA	9261	2014-11-24T15:10:37Z	NA	9261	NA	NA	TEOTITLAN DEL CAMINO	981	18.12723	-97.081927	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV893	NA	NA	NA	SEEDGWAS3167	242916	CML451/CML486	239961	BOLITA	NA	NA	NA	Dent	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS3167
108	2166	NA	2166	CIMMYTMA-BANK-000258	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA116	1952-01-01	NA	NA	NA	NA	911	2014-11-24T15:10:37Z	NA	911	NA	SAN FRANCISCO TELIXTLA	BOCA DE LEON	2188	17.4311111	-96.93361111	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV950	NA	NA	NA	SEEDGWAS2671	242917	CML457/CML459	275890	BOLITA	NA	CONICO	NA	Dent	NA	NA	Yellow	Sun red	NA	Collection	NA	NA	SEEDGWAS2671
112	2235	NA	2235	CIMMYTMA-BANK-000268	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA75	1946-01-01	NA	NA	NA	NA	6524	2014-11-24T15:10:37Z	NA	6524	NA	NA	PLUMA HIDALGO	1337	15.925349	-96.419028	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV1025	NA	NA	NA	SEEDGWAS591	242919	CML495/CML494	241661	NALTEL	NA	NA	NA	Flint	NA	NA	White	Yellow	Blue	Collection	NA	NA	SEEDGWAS591
113	2249	NA	2249	CIMMYTMA-BANK-000273	NA	NA	2	NA	NA	NA	NA	NA	NA	GUAN69	1944-01-01	NA	NA	NA	NA	7387	2014-11-24T15:10:37Z	NA	7387	NA	CORTAZAR	RANCHO DEL PINTOR	1735	20.5	-100.983333	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV5174	NA	NA	NA	SEEDGWAS2317	242917	CML457/CML459	275828	CELAYA	NA	NA	NA	Dent	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS2317
114	2262	NA	2262	CIMMYTMA-BANK-000279	NA	NA	2	NA	NA	NA	NA	NA	NA	GUAN2	1943-01-01	NA	NA	NA	NA	8331	2014-11-24T15:10:37Z	NA	8331	NA	LEON	SAN NICOLAS	1790	21.045822	-101.664012	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV738	NA	NA	NA	SEEDGWAS4210	242914	CML373/CML311	241007	CONNOR	NA	CELAYA	NA	Dent	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS4210
115	2263	NA	2263	CIMMYTMA-BANK-000280	NA	NA	2	NA	NA	NA	NA	NA	NA	GUAN98	1952-02-02	NA	NA	NA	NA	3554	2014-11-24T15:10:37Z	NA	3554	NA	NA	GRANJA SANTA TERESITA	1768	20.59568	-100.777428	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV1412	NA	NA	NA	SEEDGWAS4900	242917	CML457/CML459	268565	ELOTOC	NA	NA	NA	Dent	Floury	NA	Sun red	NA	NA	Collection	NA	NA	SEEDGWAS4900
116	2269	NA	2269	CIMMYTMA-BANK-000283	NA	NA	2	NA	NA	NA	NA	NA	NA	QUER41	1952-01-30	NA	NA	NA	NA	764	2014-11-24T15:10:37Z	NA	764	NA	COLON	BARRIO SORIANO	1944	20.765746	-100.050632	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV24829	NA	NA	NA	SEEDGWAS2672	242917	CML457/CML459	268800	CELAYA	NA	CONNOR	NA	Dent	NA	NA	White	Blue	NA	Collection	NA	NA	SEEDGWAS2672
117	2285	NA	2285	CIMMYTMA-BANK-000284	NA	NA	2	NA	NA	NA	NA	NA	NA	QUER49	NA	NA	NA	NA	NA	6452	2014-11-24T15:10:37Z	NA	6452	NA	NA	PINAL DE AMOLES	2247	21.141034	-99.631435	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV1026	NA	NA	NA	SEEDGWAS2673	242914	CML373/CML311	268228	CELAYA	NA	OLOTIL	NA	Dent	NA	NA	White	Yellow	NA	Collection	NA	NA	SEEDGWAS2673
118	2291	NA	2291	CIMMYTMA-BANK-000285	NA	NA	2	NA	NA	NA	NA	NA	NA	QUER42	1952-02-02	NA	NA	NA	NA	4397	2014-11-24T15:10:37Z	NA	4397	NA	QUERETARO	LA COLMENA, FRACCION SAN PEDRO MARTE	1803	20.610849	-100.476326	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV1027	NA	NA	NA	SEEDGWAS2674	242912	CML244/CML349	239468	TUXPEN	NA	NA	NA	Dent	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS2674
119	2313	NA	2313	CIMMYTMA-BANK-000287	NA	NA	2	NA	NA	NA	NA	NA	NA	GUANGP4	1961-01-01	NA	NA	NA	NA	NA	2014-11-24T15:10:37Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV1417	NA	NA	NA	SEEDGWAS2320	242913	CML269/CML264	268824	CELAYA	NA	NA	NA	Dent	NA	NA	White	Sun red	Blue	Group	NA	NA	SEEDGWAS2320
120	2755	NA	2755	CIMMYTMA-BANK-000288	NA	NA	2	NA	NA	NA	NA	NA	NA	GUANGP8	1961-01-01	NA	NA	NA	NA	NA	2014-11-24T15:10:37Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV1418	NA	NA	NA	SEEDGWAS2321	242912	CML244/CML349	268533	CONNOR	NA	CELAYA	NA	Dent	NA	NA	White	Sun red	NA	Group	NA	NA	SEEDGWAS2321
121	2763	NA	2763	CIMMYTMA-BANK-000290	NA	NA	2	NA	NA	NA	NA	NA	NA	GUANGP11	1961-01-01	NA	NA	NA	NA	NA	2014-11-24T15:10:37Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV5183	NA	NA	NA	SEEDGWAS2675	242912	CML244/CML349	268723	CONNOR	NA	CELAYA	NA	Dent	NA	NA	White	NA	NA	Group	NA	NA	SEEDGWAS2675
123	2769	NA	2769	CIMMYTMA-BANK-000293	NA	NA	2	NA	NA	NA	NA	NA	NA	GUAN96	1946-01-01	NA	NA	NA	NA	1241	2014-11-24T15:10:37Z	NA	1241	NA	LEON	CAMPO EXPERIMENTAL LEON	1807	21.13333333	-101.6666667	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV826	NA	NA	NA	SEEDGWAS4211	242914	CML373/CML311	241008	REVENT	NA	NA	NA	Flint	NA	NA	Yellow	White	Red	Collection	NA	NA	SEEDGWAS4211
124	2779	NA	2779	CIMMYTMA-BANK-000294	NA	NA	2	NA	NA	NA	NA	NA	NA	QUERGP1	1961-01-01	NA	NA	NA	NA	NA	2014-11-24T15:10:37Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV827	NA	NA	NA	SEEDGWAS4291	242917	CML457/CML459	268344	CONNOR	NA	NA	NA	Dent	NA	NA	White	Sun red	NA	Group	NA	NA	SEEDGWAS4291
125	2781	NA	2781	CIMMYTMA-BANK-000295	NA	NA	2	NA	NA	NA	NA	NA	NA	QUERGP3	1961-01-01	NA	NA	NA	NA	NA	2014-11-24T15:10:37Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV5155	NA	NA	NA	SEEDGWAS4962	242917	CML457/CML459	275891	CONNOR	NA	NA	NA	Dent	NA	NA	White	Yellow	Blue	Group	NA	NA	SEEDGWAS4962
126	2782	NA	2782	CIMMYTMA-BANK-000296	NA	NA	2	NA	NA	NA	NA	NA	NA	QUERGP12	1961-01-01	NA	NA	NA	NA	NA	2014-11-24T15:10:38Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV739	NA	NA	NA	SEEDGWAS4212	242916	CML451/CML486	241009	CELAYA	NA	NA	NA	Dent	NA	NA	White	NA	NA	Group	NA	NA	SEEDGWAS4212
127	2785	NA	2785	CIMMYTMA-BANK-000297	NA	NA	2	NA	NA	NA	NA	NA	NA	QUERGP13	1961-01-01	NA	NA	NA	NA	NA	2014-11-24T15:10:38Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV5153	NA	NA	NA	SEEDGWAS4213	242914	CML373/CML311	241010	CELAYA	NA	NA	NA	Dent	NA	NA	White	NA	NA	Group	NA	NA	SEEDGWAS4213
128	2788	NA	2788	CIMMYTMA-BANK-000298	NA	NA	2	NA	NA	NA	NA	NA	NA	QUERGP14	1961-01-01	NA	NA	NA	NA	NA	2014-11-24T15:10:38Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV1420	NA	NA	NA	SEEDGWAS1182	242919	CML495/CML494	242253	CELAYA	NA	NA	NA	Dent	NA	NA	White	Sun red	NA	Group	NA	NA	SEEDGWAS1182
129	2805	NA	2805	CIMMYTMA-BANK-000299	NA	NA	2	NA	NA	NA	NA	NA	NA	JALI86	1945-02-04	NA	NA	NA	NA	4775	2014-11-24T15:10:38Z	NA	4775	NA	LAGOS DE MORENO	LAGOS DE TAMPICO	1877	21.368926	-101.914332	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV5154	NA	NA	NA	SEEDGWAS3682	242917	CML457/CML459	240477	CELAYA	NA	CONNOR	NA	Dent	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS3682
130	2821	NA	2821	CIMMYTMA-BANK-000300	NA	NA	2	NA	NA	NA	NA	NA	NA	JALI53	1944-01-01	NA	NA	NA	NA	9413	2014-11-24T15:10:38Z	NA	9413	NA	NA	TIZAPAN	1567	20.15	-103.05	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV5169	NA	NA	NA	SEEDGWAS3381	242917	CML457/CML459	240175	TUXPEN	NA	CONNOR	NA	Dent	NA	NA	White	Yellow	NA	Collection	NA	NA	SEEDGWAS3381
